Kinase,Z,method,AvgZ
PKCH,2.76,710490318>0.15,1.5508333333333333
PKN,2.32,710490318>0.15,1.0683333333333334
PLK,-1.76,710490318>0.15,-1.3666666666666667
NDR,1.71,710490318>0.15,0.2175
KHS,1.7,710490318>0.15,1.5891666666666666
CDK,-1.67,710490318>0.15,-0.6916666666666667
TAO,1.63,710490318>0.15,1.8275
WNK,1.61,710490318>0.15,0.315
PDHK,1.58,710490318>0.15,0.7308333333333333
P38,-1.57,710490318>0.15,-0.26083333333333336
FRAY,1.49,710490318>0.15,-0.14
NMO,-1.36,710490318>0.15,-1.2416666666666667
RIPK,-1.34,710490318>0.15,-0.4666666666666667
STE11,-1.26,710490318>0.15,-0.8033333333333333
PKCA,1.26,710490318>0.15,1.0458333333333334
CAMK1,1.25,710490318>0.15,1.3266666666666667
AMPK,1.25,710490318>0.15,2.5141666666666667
JNK,-1.18,710490318>0.15,-0.4983333333333333
AKT,-1.16,710490318>0.15,0.2375
MAPKAPK,1.11,710490318>0.15,1.0766666666666667
MSN,1.07,710490318>0.15,0.39166666666666666
BARK2,-1.06,710490318>0.15,-0.9716666666666667
ATR,-1,710490318>0.15,-0.11000000000000003
DYRK,-0.99,710490318>0.15,-0.77
IKK,-0.99,710490318>0.15,-0.032500000000000015
RAD53,0.95,710490318>0.15,0.6925
CHK1,0.93,710490318>0.15,0.7225
PKCD,0.9,710490318>0.15,0.22916666666666669
TTK,-0.88,710490318>0.15,-0.8033333333333333
TLK,-0.84,710490318>0.15,-0.7941666666666667
NUAK,-0.84,710490318>0.15,-0.8041666666666667
GRK,-0.84,710490318>0.15,-0.5716666666666667
PAKB,-0.83,710490318>0.15,0.5916666666666667
QIK,-0.79,710490318>0.15,-0.10750000000000003
STKR,-0.77,710490318>0.15,0.37500000000000006
NAK,0.75,710490318>0.15,0.2425
RAF,-0.75,710490318>0.15,-0.14833333333333334
HAL,0.74,710490318>0.15,0.5541666666666666
IRAK,0.74,710490318>0.15,0.004166666666666634
GSK,0.72,710490318>0.15,0.07083333333333335
PIM,0.71,710490318>0.15,0.745
MLK,0.66,710490318>0.15,0.7316666666666667
COT,0.66,710490318>0.15,-0.11166666666666665
LKB,-0.66,710490318>0.15,-0.8008333333333333
MLCK,0.65,710490318>0.15,0.5283333333333333
SLK,-0.62,710490318>0.15,-0.5683333333333334
PASK,-0.61,710490318>0.15,-0.5675
CLK,-0.61,710490318>0.15,-0.5541666666666667
NIK,-0.61,710490318>0.15,-0.5599999999999999
ULK,-0.6,710490318>0.15,-0.5616666666666666
MOS,-0.6,710490318>0.15,-0.5633333333333334
BUD32,-0.6,710490318>0.15,-0.5666666666666667
