Kinase,Z,method,AvgZ
EGFR,2.03,641215101>0.15,0.6958333333333333
SEV,1.87,641215101>0.15,1.0358333333333334
VEGFR,1.76,641215101>0.15,1.2216666666666667
CSK,1.75,641215101>0.15,0.7583333333333334
EPH,1.42,641215101>0.15,0.6375
JAK,1.28,641215101>0.15,0.7374999999999999
FGFR,1.17,641215101>0.15,1.3266666666666667
INSR,-1.08,641215101>0.15,-0.5766666666666667
ALK,1.05,641215101>0.15,0.59
MET,0.91,641215101>0.15,0.17333333333333334
RET,0.88,641215101>0.15,-0.12666666666666662
AXL,-0.88,641215101>0.15,-0.33
RYK,-0.79,641215101>0.15,-0.5641666666666667
TRK,0.67,641215101>0.15,0.6391666666666667
ACK,-0.57,641215101>0.15,-0.21166666666666667
TEC,-0.53,641215101>0.15,-1.6941666666666666
ABL,-0.52,641215101>0.15,-0.6625
SYK,-0.29,641215101>0.15,-0.43666666666666665
PDGFR,-0.29,641215101>0.15,0.013333333333333345
FAK,-0.25,641215101>0.15,-0.2366666666666667
SRC,-0.15,641215101>0.15,-0.8116666666666666
FER,-0.11,641215101>0.15,0.31416666666666665
DDR,-0.08,641215101>0.15,-0.20749999999999996
FRK,0.02,641215101>0.15,-0.78
SEV,2.1,641215101>0.2,1.0358333333333334
EGFR,1.91,641215101>0.2,0.6958333333333333
CSK,1.83,641215101>0.2,0.7583333333333334
VEGFR,1.51,641215101>0.2,1.2216666666666667
EPH,1.36,641215101>0.2,0.6375
FGFR,1.32,641215101>0.2,1.3266666666666667
TEC,-1.14,641215101>0.2,-1.6941666666666666
JAK,1.05,641215101>0.2,0.7374999999999999
AXL,-0.85,641215101>0.2,-0.33
DDR,-0.8,641215101>0.2,-0.20749999999999996
TRK,0.73,641215101>0.2,0.6391666666666667
RYK,-0.67,641215101>0.2,-0.5641666666666667
ALK,0.66,641215101>0.2,0.59
INSR,-0.56,641215101>0.2,-0.5766666666666667
ACK,-0.46,641215101>0.2,-0.21166666666666667
ABL,-0.36,641215101>0.2,-0.6625
FRK,-0.33,641215101>0.2,-0.78
SYK,-0.28,641215101>0.2,-0.43666666666666665
MET,0.26,641215101>0.2,0.17333333333333334
FER,0.24,641215101>0.2,0.31416666666666665
FAK,-0.23,641215101>0.2,-0.2366666666666667
RET,-0.21,641215101>0.2,-0.12666666666666662
PDGFR,-0.15,641215101>0.2,0.013333333333333345
SRC,0.04,641215101>0.2,-0.8116666666666666
SEV,2.83,641215101>0.3,1.0358333333333334
VEGFR,2.17,641215101>0.3,1.2216666666666667
TEC,-2.15,641215101>0.3,-1.6941666666666666
EPH,2.11,641215101>0.3,0.6375
TRK,1.96,641215101>0.3,0.6391666666666667
EGFR,1.55,641215101>0.3,0.6958333333333333
FRK,-1.35,641215101>0.3,-0.78
FGFR,1.09,641215101>0.3,1.3266666666666667
CSK,1.03,641215101>0.3,0.7583333333333334
FER,1.01,641215101>0.3,0.31416666666666665
INSR,-1.01,641215101>0.3,-0.5766666666666667
AXL,0.74,641215101>0.3,-0.33
SRC,0.66,641215101>0.3,-0.8116666666666666
ABL,-0.52,641215101>0.3,-0.6625
MET,-0.52,641215101>0.3,0.17333333333333334
RYK,-0.47,641215101>0.3,-0.5641666666666667
PDGFR,0.47,641215101>0.3,0.013333333333333345
ACK,-0.36,641215101>0.3,-0.21166666666666667
RET,-0.35,641215101>0.3,-0.12666666666666662
JAK,0.25,641215101>0.3,0.7374999999999999
ALK,0.19,641215101>0.3,0.59
FAK,-0.12,641215101>0.3,-0.2366666666666667
SYK,-0.05,641215101>0.3,-0.43666666666666665
DDR,0.01,641215101>0.3,-0.20749999999999996
SEV,3.67,641215101>0.4,1.0358333333333334
EPH,2.79,641215101>0.4,0.6375
TRK,2.15,641215101>0.4,0.6391666666666667
VEGFR,1.9,641215101>0.4,1.2216666666666667
FER,1.71,641215101>0.4,0.31416666666666665
EGFR,1.61,641215101>0.4,0.6958333333333333
TEC,-1.52,641215101>0.4,-1.6941666666666666
FRK,-1.07,641215101>0.4,-0.78
RET,-1.02,641215101>0.4,-0.12666666666666662
CSK,0.93,641215101>0.4,0.7583333333333334
FGFR,0.65,641215101>0.4,1.3266666666666667
SRC,0.61,641215101>0.4,-0.8116666666666666
ALK,-0.52,641215101>0.4,0.59
MET,-0.46,641215101>0.4,0.17333333333333334
PDGFR,0.45,641215101>0.4,0.013333333333333345
JAK,0.44,641215101>0.4,0.7374999999999999
RYK,-0.42,641215101>0.4,-0.5641666666666667
INSR,-0.36,641215101>0.4,-0.5766666666666667
SYK,-0.33,641215101>0.4,-0.43666666666666665
AXL,-0.33,641215101>0.4,-0.33
ACK,-0.3,641215101>0.4,-0.21166666666666667
DDR,0.19,641215101>0.4,-0.20749999999999996
FAK,-0.12,641215101>0.4,-0.2366666666666667
ABL,0.1,641215101>0.4,-0.6625
FGFR,2.71,641215102>0.15,1.3266666666666667
FAK,-1.95,641215102>0.15,-0.2366666666666667
AXL,-1.77,641215102>0.15,-0.33
VEGFR,1.66,641215102>0.15,1.2216666666666667
TEC,-1.49,641215102>0.15,-1.6941666666666666
EPH,1.35,641215102>0.15,0.6375
SRC,-1.31,641215102>0.15,-0.8116666666666666
ALK,0.88,641215102>0.15,0.59
RYK,-0.78,641215102>0.15,-0.5641666666666667
FRK,-0.76,641215102>0.15,-0.78
JAK,0.73,641215102>0.15,0.7374999999999999
SEV,-0.56,641215102>0.15,1.0358333333333334
ACK,-0.56,641215102>0.15,-0.21166666666666667
SYK,-0.51,641215102>0.15,-0.43666666666666665
MET,-0.51,641215102>0.15,0.17333333333333334
ABL,0.51,641215102>0.15,-0.6625
EGFR,-0.27,641215102>0.15,0.6958333333333333
DDR,0.25,641215102>0.15,-0.20749999999999996
INSR,-0.22,641215102>0.15,-0.5766666666666667
CSK,0.2,641215102>0.15,0.7583333333333334
PDGFR,0.16,641215102>0.15,0.013333333333333345
RET,0.14,641215102>0.15,-0.12666666666666662
FER,-0.13,641215102>0.15,0.31416666666666665
TRK,0.13,641215102>0.15,0.6391666666666667
FGFR,2.95,641215102>0.2,1.3266666666666667
EPH,2.39,641215102>0.2,0.6375
VEGFR,2,641215102>0.2,1.2216666666666667
AXL,-1.85,641215102>0.2,-0.33
ALK,1.67,641215102>0.2,0.59
JAK,1.49,641215102>0.2,0.7374999999999999
TEC,-1.42,641215102>0.2,-1.6941666666666666
SRC,-1.41,641215102>0.2,-0.8116666666666666
DDR,1.11,641215102>0.2,-0.20749999999999996
TRK,1.1,641215102>0.2,0.6391666666666667
SYK,-0.95,641215102>0.2,-0.43666666666666665
RET,0.85,641215102>0.2,-0.12666666666666662
INSR,0.84,641215102>0.2,-0.5766666666666667
MET,0.72,641215102>0.2,0.17333333333333334
RYK,-0.64,641215102>0.2,-0.5641666666666667
PDGFR,0.47,641215102>0.2,0.013333333333333345
SEV,-0.46,641215102>0.2,1.0358333333333334
ACK,-0.46,641215102>0.2,-0.21166666666666667
FER,0.45,641215102>0.2,0.31416666666666665
FAK,-0.45,641215102>0.2,-0.2366666666666667
CSK,0.22,641215102>0.2,0.7583333333333334
EGFR,-0.17,641215102>0.2,0.6958333333333333
ABL,-0.14,641215102>0.2,-0.6625
FRK,-0.13,641215102>0.2,-0.78
SYK,-2.01,641215102>0.3,-0.43666666666666665
TEC,-1.7,641215102>0.3,-1.6941666666666666
FGFR,1.64,641215102>0.3,1.3266666666666667
EPH,1.5,641215102>0.3,0.6375
SRC,-1.36,641215102>0.3,-0.8116666666666666
AXL,-1.35,641215102>0.3,-0.33
JAK,1.27,641215102>0.3,0.7374999999999999
RET,-1.15,641215102>0.3,-0.12666666666666662
ABL,-1.12,641215102>0.3,-0.6625
CSK,1.1,641215102>0.3,0.7583333333333334
MET,1,641215102>0.3,0.17333333333333334
FAK,0.86,641215102>0.3,-0.2366666666666667
TRK,0.78,641215102>0.3,0.6391666666666667
VEGFR,0.59,641215102>0.3,1.2216666666666667
