Kinase,Z,method,AvgZ
PDGFR,-1.12,641215301>0.4,-0.6608333333333333
FAK,-1,641215301>0.4,-0.6583333333333333
TRK,-0.96,641215301>0.4,0.9225000000000001
ALK,-0.87,641215301>0.4,-0.8825000000000001
FRK,-0.78,641215301>0.4,-0.8875000000000001
RET,-0.76,641215301>0.4,-0.5283333333333333
FGFR,0.7,641215301>0.4,0.5925
VEGFR,0.69,641215301>0.4,0.9425
INSR,0.63,641215301>0.4,0.5441666666666667
AXL,0.48,641215301>0.4,-0.3766666666666666
ABL,-0.42,641215301>0.4,-0.4525
MET,-0.37,641215301>0.4,-0.47666666666666674
RYK,-0.3,641215301>0.4,-0.5783333333333334
EGFR,-0.28,641215301>0.4,0.4366666666666667
ACK,-0.19,641215301>0.4,0.41000000000000003
