Barcode,Peptide,LFC,totalMeanLFC,LFC_SD
641215219,AKT1_170_182,0.08072903956973221,-0.09683203006829158,0.16925043710570276
641215219,AKT1_309_321_C310S,0.1118252857628832,-0.006450238099735254,0.26627885149486274
641215219,AKT1_320_332,0.11053495518662793,0.09333341959035006,0.07014332920189902
641215219,AMPE_5_17,-0.5215779285365683,-0.7720667988275821,0.2308029846217188
641215219,ANXA2_17_29,-0.18688057864589602,-0.06856421572132079,0.13074951723661057
641215219,B3AT_39_51,-0.4053538505205072,-0.18613755538626778,0.20598858609509443
641215219,CALM_95_107,-0.10579570515083248,-0.09163814931271415,0.018299930109785454
641215219,CD28_185_197,0.35070574409163324,-0.048512761658125875,0.35330766314107204
641215219,CD28_203_215,0.07113067624413816,-0.11276392915888658,0.22404645474221857
641215219,CD3Z_146_158,-0.1427474866414542,-0.09206227953522254,0.0445362490309033
641215219,CD3Z_147_159,-0.13947990817913336,-0.03784290018466052,0.11040434251041002
641215219,CD70_9_21_C17S,-0.08645769651905155,-0.056179655295321027,0.05813086746245324
641215219,CDK7_157_169,0.1253377372892892,-0.1383202307608986,0.27300314519592384
641215219,CRK_214_226,0.023626478518389504,-0.06819464730331977,0.08125627785665551
641215219,DCX_67_79,-0.01585917960705352,-0.07695227608153192,0.061780737953757485
641215219,DYR1A_212_224,0.04232353652345555,-0.08114868011515894,0.14521903755385826
641215219,DYR1A_312_324,0.1817670242118794,-0.051708408790234486,0.22288215033605108
641215219,EGFR_1062_1074,-0.1887994494336267,-0.5297975916048667,0.6660716978040515
641215219,EGFR_1103_1115,-0.1809001163905588,-0.1565138043721337,0.022070821567552204
641215219,EGFR_1118_1130,-0.36570569253144036,-0.2633449601330972,0.09680806539913817
641215219,EGFR_1165_1177,-0.0020747757094099484,0.01322540403221062,0.11987594955566938
641215219,EGFR_1190_1202,-0.20435552063842088,0.003806817191663938,0.19722308106748662
641215219,EGFR_862_874,-0.14625217245794353,0.14179050341904303,0.43639764795871855
641215219,EGFR_908_920,-0.10595942934426628,-0.18594454791169568,0.18811111348775647
641215219,EPHA2_581_593,1.2150592269873277,-0.16633598290115914,1.2466350574271228
641215219,EPHA4_589_601,-0.011870547521656505,-0.11023596963331114,0.1381489416377996
641215219,EPHB1_921_933,-0.17659171171318278,0.07607733379263712,0.3125534987567525
641215219,EPHB4_583_595,-0.32165828096458426,-0.3758864505391332,0.2834634660912385
641215219,ERBB4_1181_1193,-0.20470983898529838,-0.0889415041263053,0.12731072432638257
641215219,ERBB4_1277_1289,-0.02628647977524068,0.08000745417206367,0.2779530513914005
641215219,FGFR1_761_773,0.07603702824456882,-0.011728236396193614,0.0906701043932384
641215219,GAB1_622_632,0.47466377919313807,0.08482528469025989,0.46089943822097346
641215219,GAB2_638_648,0.11341328544177642,-0.049109641073855556,0.1909928839835144
641215219,GSK3B_210_222_C218S,-0.02972064012140585,-0.05788798668355237,0.05891394447409563
641215219,INSR_1348_1360,0.08484840599833454,-0.6223658311028343,0.8194931099083963
641215219,INSR_992_1004,-0.08784668677853347,0.11939016023909825,0.532470890516075
641215219,IRS1_890_902_P890K,-0.16854576258424991,-0.13701373380873458,0.04450384889457317
641215219,JAK2_1001_1013,0.1798363057985286,0.15471048136750465,0.4052748694785464
641215219,K2C8_425_437,-0.16518174430167143,-0.1380939763221729,0.23018409296042547
641215219,KSYK_518_530,-0.07157757461566305,-0.29898024197995277,0.20110186778538594
