Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
CDK19,Q9BWU1,CMGC,CDK,0.6903698325741012,1.9822346083969382,2.6903698325741012,3.0883098412461387,0.6290443831941119,0.6290443831941119,0,0.12992517680234184,4
MAPK13,O15264,CMGC,MAPK,0.2837564001856719,2.0552987549722483,2.5228787452803374,3,0.38563865207430587,0.3780036002902939,0.029159527631360108,0.17545269645708703,12
MAPK1,P28482,CMGC,MAPK,0.2086525814288889,1.8982226046276702,2.223298816011589,2.6212388246836267,0.3549085367127083,0.38595208067977116,0.09827812991911394,0.11832180371431862,12
CDKL4,Q5MAI5,CMGC,CDKL,0.3979400086720376,1.6833108124071556,2.0366230474051314,2.318758762624413,0.6692870637626146,0.6427494810277941,0.04913805499054778,0.2011332726737051,3
MAPK8,P45983,CMGC,MAPK,0.15739076038943792,1.7775599877987083,1.9532707777335132,2.157390760389438,0.2980438100359406,0.30069658149503176,0.007972384770685136,0.11398929129217551,18
MAPK10,P53779,CMGC,MAPK,0.16471387768078805,1.7491963761205631,1.902118255286132,2.157390760389438,0.2980438100359406,0.3066550901249672,0.018642118471258805,0.11398929129217551,17
CAMK2G,Q13555,CAMK,CAMK2,0.43540636985245956,1.3498915071432729,1.6776152912545959,2.4820127969749217,0.4377051841390858,0.4747619562889159,0.0980430034992346,0.2493528561533421,5
CDK6,Q00534,CMGC,CDK,0.5389238098796552,1.237188238775598,1.6748950170285926,2.6903698325741012,0.3890821884751405,0.4157446545550262,0.07998739823965713,0.07786283217176235,5
CDK4,P11802,CMGC,CDK,0.5064316072238703,1.119180579115989,1.6507613373118732,1.7418418066592056,0.3890821884751405,0.38067115582621786,0.02523309794676794,0.07786283217176235,5
CDK3,Q00526,CMGC,CDK,0.38815604705940343,1.2637033961837318,1.6497519816658373,2.1775703762206433,0.3673219160807169,0.3708554161225882,0.07471204495149246,0.07786283217176235,7
CDK2,P24941,CMGC,CDK,0.17936011226348833,1.3969675477568986,1.5776071637726279,2.3202088290196454,0.3207402525822571,0.31524657615136203,0.012190905648173218,0.10467415253382295,11
CDKL2,Q92772,CMGC,CDKL,0.34453001778488435,1.05125089681734,1.5492308072529726,1.6946486305533763,0.5279258693726777,0.4713623705871766,0.13855171009101366,0.11278593258810006,3
MAPK9,P45984,CMGC,MAPK,0.1792216474843107,1.429133894215036,1.5341414699915374,1.922268820347608,0.3155364998002658,0.31081792378606904,0.015603613787159295,0.11633575827104048,13
CDK9,P50750,CMGC,CDK,0.24978942975448695,1.343594196832655,1.4751107890053887,2.0474981521369764,0.35350024073620034,0.38519160387970813,0.047537044715261684,0.07655805832584107,7
MAPK11,Q15759,CMGC,MAPK,0.26059167934972705,1.3203183467837019,1.4309071265133353,2.318758762624413,0.38037966512160915,0.4101711836362634,0.12996145595709188,0.18776411551204583,5
CDK18,Q07002,CMGC,CDK,0.29413628771608075,1.0457574905606752,1.339893778276756,1.339893778276756,-0.49518577263560415,-0.49518577263560415,NA,-0.28503821043231997,3
MAPK3,P27361,CMGC,MAPK,0.15908058872166997,1.3141095987202742,1.3248818476832016,2.223298816011589,0.25146969195262975,0.296750295438246,0.07638400378967573,0.09989556056130687,14
MAPK14,Q16539,CMGC,MAPK,0.15353790881306237,0.9007321010280334,1.3027706572402824,1.4092027333832375,0.28177390014450965,0.24426290686301208,0.09662732221832915,0.09344457791764997,10
CAMK2A,Q9UQM7,CAMK,CAMK2,0.2724069669187956,0.9589630091885079,1.2438022106649005,1.6776152912545959,0.3400550953245113,0.3400550953245113,0.11275661012697097,0.21142435780670832,6
CDK1,P06493,CMGC,CDK,0.15739076038943792,0.9759548409732526,1.1842629067897394,1.3939627668265007,0.24311098532726494,0.252046369347441,0.015828303105547583,0.07863782633184528,13
CDK7,P50613,CMGC,CDK,0.1866832295548385,1.149712008109104,1.1239670049024884,1.880876135189383,0.2681682271118065,0.3098932397049952,0.0658485286843823,0.09393595366996899,9
PKN1,Q16512,AGC,PKN,0.2975694635544747,0.7727639508034999,1.0671205421762007,1.1214782044987934,0.3125968462510152,0.31184281522647617,0.0014962339288181158,0.18815493182577914,3
CDKL1,Q00532,CMGC,CDKL,0.11934888177145099,0.6835028357258214,1.035570646170989,1.0769633313292142,-0.367227820400474,-0.2860188842400799,0.14065800345842014,-0.22890363646449222,4
MAPK12,P53778,CMGC,MAPK,0.12241503585845172,0.6252861741549284,0.9755471724446654,1.6010882596221507,0.27114037304974775,0.1840139665329772,0.12526517445056606,0.07742512256814277,8
CDK5,Q00535,CMGC,CDK,0.15739076038943792,0.7951250531423351,0.921862313481889,1.0710309297146898,0.24945160454519744,0.24945160454519744,0,0.05978185017914233,9
