Kinase,Z,method,AvgZ
TEC,-3.29,641215219>0.15,-1.6875
PDGFR,-2.28,641215219>0.15,-1.5791666666666666
DDR,-2.27,641215219>0.15,-1.6683333333333334
SYK,-2.25,641215219>0.15,-1.8625
SRC,-1.95,641215219>0.15,-1.9183333333333332
RET,-1.86,641215219>0.15,-1.105
ACK,1.84,641215219>0.15,1.3900000000000001
ALK,-1.7,641215219>0.15,-0.9391666666666666
MET,-1.68,641215219>0.15,-1.2958333333333334
FAK,-1.36,641215219>0.15,-1.3733333333333333
EPH,1.09,641215219>0.15,0.28666666666666674
EGFR,-0.82,641215219>0.15,0.27
FER,0.81,641215219>0.15,0.3191666666666667
RYK,-0.77,641215219>0.15,-0.7533333333333334
FRK,-0.64,641215219>0.15,-0.8191666666666667
SEV,-0.53,641215219>0.15,1.0125
JAK,-0.52,641215219>0.15,-0.4525
AXL,-0.49,641215219>0.15,-0.545
VEGFR,0.47,641215219>0.15,0.22166666666666668
ABL,0.35,641215219>0.15,-0.36000000000000004
FGFR,-0.26,641215219>0.15,-0.22916666666666666
TRK,0.25,641215219>0.15,0.6925
INSR,-0.15,641215219>0.15,-0.01666666666666667
CSK,0.12,641215219>0.15,0.2758333333333334
TEC,-3.12,641215219>0.2,-1.6875
SYK,-2.98,641215219>0.2,-1.8625
SRC,-2.67,641215219>0.2,-1.9183333333333332
PDGFR,-2.57,641215219>0.2,-1.5791666666666666
ACK,2.11,641215219>0.2,1.3900000000000001
DDR,-2.06,641215219>0.2,-1.6683333333333334
FRK,-1.7,641215219>0.2,-0.8191666666666667
RET,-1.65,641215219>0.2,-1.105
MET,-1.47,641215219>0.2,-1.2958333333333334
EPH,1.22,641215219>0.2,0.28666666666666674
EGFR,-1.07,641215219>0.2,0.27
TRK,0.97,641215219>0.2,0.6925
AXL,-0.9,641215219>0.2,-0.545
CSK,-0.83,641215219>0.2,0.2758333333333334
JAK,-0.72,641215219>0.2,-0.4525
INSR,0.71,641215219>0.2,-0.01666666666666667
ALK,-0.7,641215219>0.2,-0.9391666666666666
RYK,-0.66,641215219>0.2,-0.7533333333333334
FER,-0.54,641215219>0.2,0.3191666666666667
SEV,-0.49,641215219>0.2,1.0125
ABL,-0.4,641215219>0.2,-0.36000000000000004
FAK,-0.3,641215219>0.2,-1.3733333333333333
VEGFR,-0.24,641215219>0.2,0.22166666666666668
FGFR,0.04,641215219>0.2,-0.22916666666666666
SYK,-2.2,641215219>0.3,-1.8625
PDGFR,-2.07,641215219>0.3,-1.5791666666666666
MET,-1.82,641215219>0.3,-1.2958333333333334
TEC,-1.71,641215219>0.3,-1.6875
VEGFR,-1.7,641215219>0.3,0.22166666666666668
ABL,-1.47,641215219>0.3,-0.36000000000000004
TRK,1.42,641215219>0.3,0.6925
AXL,-1.34,641215219>0.3,-0.545
DDR,-1.12,641215219>0.3,-1.6683333333333334
FRK,-1.02,641215219>0.3,-0.8191666666666667
RET,-0.97,641215219>0.3,-1.105
EPH,0.97,641215219>0.3,0.28666666666666674
JAK,-0.92,641215219>0.3,-0.4525
FER,-0.86,641215219>0.3,0.3191666666666667
EGFR,-0.81,641215219>0.3,0.27
FAK,-0.61,641215219>0.3,-1.3733333333333333
FGFR,-0.43,641215219>0.3,-0.22916666666666666
RYK,-0.38,641215219>0.3,-0.7533333333333334
ACK,-0.28,641215219>0.3,1.3900000000000001
SEV,-0.28,641215219>0.3,1.0125
INSR,-0.26,641215219>0.3,-0.01666666666666667
ALK,0.23,641215219>0.3,-0.9391666666666666
SRC,-0.21,641215219>0.3,-1.9183333333333332
CSK,0.02,641215219>0.3,0.2758333333333334
SYK,-1.59,641215219>0.4,-1.8625
TRK,1.43,641215219>0.4,0.6925
EPH,1.35,641215219>0.4,0.28666666666666674
DDR,-1.33,641215219>0.4,-1.6683333333333334
MET,-1.33,641215219>0.4,-1.2958333333333334
VEGFR,-1.24,641215219>0.4,0.22166666666666668
PDGFR,-1.12,641215219>0.4,-1.5791666666666666
AXL,-1.06,641215219>0.4,-0.545
FGFR,-0.93,641215219>0.4,-0.22916666666666666
ALK,-0.87,641215219>0.4,-0.9391666666666666
CSK,0.83,641215219>0.4,0.2758333333333334
FRK,-0.78,641215219>0.4,-0.8191666666666667
RET,-0.76,641215219>0.4,-1.105
FER,-0.62,641215219>0.4,0.3191666666666667
TEC,-0.45,641215219>0.4,-1.6875
EGFR,0.44,641215219>0.4,0.27
SRC,-0.44,641215219>0.4,-1.9183333333333332
ABL,-0.42,641215219>0.4,-0.36000000000000004
INSR,-0.32,641215219>0.4,-0.01666666666666667
RYK,-0.3,641215219>0.4,-0.7533333333333334
JAK,-0.27,641215219>0.4,-0.4525
SEV,-0.23,641215219>0.4,1.0125
FAK,-0.21,641215219>0.4,-1.3733333333333333
ACK,-0.19,641215219>0.4,1.3900000000000001
FAK,-2.05,641215220>0.15,-1.3733333333333333
TEC,-1.96,641215220>0.15,-1.6875
