Kinase,Z,method,AvgZ
HAL,0.46,710490313>0.15,0.5116666666666666
NAK,0.46,710490313>0.15,-0.07833333333333331
PKN,0.43,710490313>0.15,0.5725
CK1,0.41,710490313>0.15,0.49833333333333335
FRAY,-0.4,710490313>0.15,-0.09833333333333333
AMPK,0.37,710490313>0.15,0.7175
PEK,0.36,710490313>0.15,0.6541666666666667
COT,0.3,710490313>0.15,0.07083333333333333
PAKA,0.29,710490313>0.15,-0.3025
PKD,-0.27,710490313>0.15,-0.49166666666666664
DYRK,0.25,710490313>0.15,0.5016666666666667
PKA,0.18,710490313>0.15,0.29166666666666663
JNK,-0.15,710490313>0.15,-0.20833333333333334
P38,0.12,710490313>0.15,0.4175
CAMK2,0.11,710490313>0.15,0.5391666666666667
MARK,-0.08,710490313>0.15,0.14166666666666666
IKK,0.07,710490313>0.15,0.11
DAPK,-0.06,710490313>0.15,0.3625
CAMK1,-0.05,710490313>0.15,0.14666666666666664
PHK,-0.03,710490313>0.15,-0.05750000000000001
GRK,-0.02,710490313>0.15,0.042500000000000024
NMO,-2.43,710490313>0.2,-2.0208333333333335
SGK,2.12,710490313>0.2,1.5816666666666668
PRKDC,-1.81,710490313>0.2,-1.645
CHK1,1.63,710490313>0.2,1.4033333333333333
MLK,-1.59,710490313>0.2,-0.8691666666666666
NDR,-1.59,710490313>0.2,-1.3383333333333334
STE11,-1.57,710490313>0.2,-0.42750000000000005
AKT,1.55,710490313>0.2,1.3283333333333334
BRSK,1.45,710490313>0.2,1.1975
KHS,1.44,710490313>0.2,1.5066666666666666
TAO,1.44,710490313>0.2,1.7758333333333334
STKR,1.42,710490313>0.2,0.9925
GSK,-1.42,710490313>0.2,-0.5233333333333333
WNK,1.42,710490313>0.2,0.10333333333333333
ERK,1.4,710490313>0.2,1.3741666666666668
ATM,-1.4,710490313>0.2,-1.1825
PKCD,-1.38,710490313>0.2,-1.4483333333333333
MLCK,1.31,710490313>0.2,1.4075
PDK1,1.27,710490313>0.2,1.7116666666666667
BARK2,-1.18,710490313>0.2,-1.025
PLK,-1.14,710490313>0.2,-0.9083333333333333
MAPKAPK,1.14,710490313>0.2,1.1691666666666667
CDK,-1.12,710490313>0.2,-0.08833333333333333
LKB,-1.08,710490313>0.2,0.29583333333333334
AUR,-1.05,710490313>0.2,-0.805
PKCH,1.04,710490313>0.2,1.8825
TTK,-1.04,710490313>0.2,-0.8466666666666667
NEK,1.04,710490313>0.2,1.2341666666666666
RAF,1.03,710490313>0.2,0.32583333333333336
PDHK,0.99,710490313>0.2,0.9
NUAK,-0.99,710490313>0.2,-0.8383333333333334
QIK,0.99,710490313>0.2,0.47666666666666674
TLK,-0.97,710490313>0.2,-0.8425
RAD53,0.89,710490313>0.2,1.51
MST,0.85,710490313>0.2,1.6366666666666667
MELK,0.85,710490313>0.2,1.2341666666666666
DAPK,-0.84,710490313>0.2,0.3625
ATR,-0.78,710490313>0.2,-0.9516666666666667
PKCA,-0.76,710490313>0.2,-0.49916666666666665
MSN,0.74,710490313>0.2,0.8283333333333334
CLK,-0.72,710490313>0.2,-0.5933333333333334
NIK,-0.71,710490313>0.2,-0.5875
BUD32,-0.7,710490313>0.2,-0.5925
PASK,-0.7,710490313>0.2,-0.5891666666666666
CAMKK,-0.7,710490313>0.2,-0.5908333333333333
SLK,-0.69,710490313>0.2,-0.5933333333333334
ULK,-0.69,710490313>0.2,-0.5816666666666667
MOS,-0.66,710490313>0.2,-0.5816666666666667
PIM,0.66,710490313>0.2,0.9441666666666667
STE7,-0.65,710490313>0.2,-0.5258333333333334
VRK1,-0.61,710490313>0.2,-0.2833333333333333
MTOR,-0.58,710490313>0.2,0.013333333333333346
COT,-0.57,710490313>0.2,0.07083333333333333
DMPK,0.57,710490313>0.2,1.03
PAKB,0.55,710490313>0.2,1.3041666666666667
HAL,0.55,710490313>0.2,0.5116666666666666
RIPK,-0.53,710490313>0.2,-0.45
PKG,0.52,710490313>0.2,0.5258333333333334
PKN,0.5,710490313>0.2,0.5725
NAK,0.48,710490313>0.2,-0.07833333333333331
CK2,-0.47,710490313>0.2,-0.7283333333333334
PKCI,-0.43,710490313>0.2,-0.7641666666666667
PKD,-0.41,710490313>0.2,-0.49166666666666664
CAMK1,-0.38,710490313>0.2,0.14666666666666664
JNK,-0.28,710490313>0.2,-0.20833333333333334
RSK,0.28,710490313>0.2,0.35250000000000004
IRAK,0.27,710490313>0.2,0.4708333333333333
PHK,-0.27,710490313>0.2,-0.05750000000000001
FRAY,-0.24,710490313>0.2,-0.09833333333333333
CK1,0.24,710490313>0.2,0.49833333333333335
CAMK2,0.24,710490313>0.2,0.5391666666666667
DYRK,0.14,710490313>0.2,0.5016666666666667
PKA,0.13,710490313>0.2,0.29166666666666663
PEK,0.13,710490313>0.2,0.6541666666666667
AMPK,0.1,710490313>0.2,0.7175
PAKA,0.1,710490313>0.2,-0.3025
MARK,0.03,710490313>0.2,0.14166666666666666
GRK,0.03,710490313>0.2,0.042500000000000024
IKK,0.02,710490313>0.2,0.11
P38,-0.01,710490313>0.2,0.4175
PDK1,2.26,710490313>0.3,1.7116666666666667
ERK,2.24,710490313>0.3,1.3741666666666668
CHK1,2.06,710490313>0.3,1.4033333333333333
FRAY,-2.06,710490313>0.3,-0.09833333333333333
PKCD,-1.99,710490313>0.3,-1.4483333333333333
RAF,1.93,710490313>0.3,0.32583333333333336
NMO,-1.86,710490313>0.3,-2.0208333333333335
TAO,1.86,710490313>0.3,1.7758333333333334
MLK,-1.82,710490313>0.3,-0.8691666666666666
BRSK,1.8,710490313>0.3,1.1975
KHS,1.8,710490313>0.3,1.5066666666666666
AKT,1.77,710490313>0.3,1.3283333333333334
RAD53,1.61,710490313>0.3,1.51
SGK,1.61,710490313>0.3,1.5816666666666668
CK2,-1.57,710490313>0.3,-0.7283333333333334
PKCA,-1.43,710490313>0.3,-0.49916666666666665
P38,1.33,710490313>0.3,0.4175
PRKDC,-1.29,710490313>0.3,-1.645
NEK,1.29,710490313>0.3,1.2341666666666666
NDR,-1.25,710490313>0.3,-1.3383333333333334
COT,-1.23,710490313>0.3,0.07083333333333333
MST,1.21,710490313>0.3,1.6366666666666667
DYRK,1.12,710490313>0.3,0.5016666666666667
AUR,-1.1,710490313>0.3,-0.805
ATM,-1.04,710490313>0.3,-1.1825
BARK2,-0.97,710490313>0.3,-1.025
HAL,0.97,710490313>0.3,0.5116666666666666
STE11,-0.95,710490313>0.3,-0.42750000000000005
PAKB,0.95,710490313>0.3,1.3041666666666667
PKG,0.91,710490313>0.3,0.5258333333333334
MELK,0.81,710490313>0.3,1.2341666666666666
AMPK,0.79,710490313>0.3,0.7175
QIK,0.77,710490313>0.3,0.47666666666666674
NUAK,-0.77,710490313>0.3,-0.8383333333333334
NAK,-0.77,710490313>0.3,-0.07833333333333331
CK1,0.77,710490313>0.3,0.49833333333333335
MAPKAPK,0.76,710490313>0.3,1.1691666666666667
TLK,-0.76,710490313>0.3,-0.8425
PIM,0.76,710490313>0.3,0.9441666666666667
PKN,-0.76,710490313>0.3,0.5725
TTK,-0.74,710490313>0.3,-0.8466666666666667
DMPK,0.74,710490313>0.3,1.03
MARK,0.61,710490313>0.3,0.14166666666666666
WNK,-0.55,710490313>0.3,0.10333333333333333
CLK,-0.55,710490313>0.3,-0.5933333333333334
NIK,-0.54,710490313>0.3,-0.5875
MOS,-0.54,710490313>0.3,-0.5816666666666667
SLK,-0.54,710490313>0.3,-0.5933333333333334
CAMKK,-0.53,710490313>0.3,-0.5908333333333333
IRAK,0.53,710490313>0.3,0.4708333333333333
PKA,0.52,710490313>0.3,0.29166666666666663
PASK,-0.52,710490313>0.3,-0.5891666666666666
BUD32,-0.52,710490313>0.3,-0.5925
GRK,-0.51,710490313>0.3,0.042500000000000024
ULK,-0.51,710490313>0.3,-0.5816666666666667
RSK,0.44,710490313>0.3,0.35250000000000004
GSK,-0.43,710490313>0.3,-0.5233333333333333
JNK,0.41,710490313>0.3,-0.20833333333333334
STKR,0.4,710490313>0.3,0.9925
LKB,-0.39,710490313>0.3,0.29583333333333334
MTOR,-0.38,710490313>0.3,0.013333333333333346
PKCI,-0.38,710490313>0.3,-0.7641666666666667
PDHK,0.37,710490313>0.3,0.9
IKK,0.34,710490313>0.3,0.11
PKD,-0.33,710490313>0.3,-0.49166666666666664
PAKA,-0.28,710490313>0.3,-0.3025
PKCH,0.24,710490313>0.3,1.8825
STE7,-0.24,710490313>0.3,-0.5258333333333334
DAPK,-0.23,710490313>0.3,0.3625
VRK1,-0.16,710490313>0.3,-0.2833333333333333
RIPK,0.16,710490313>0.3,-0.45
PLK,-0.14,710490313>0.3,-0.9083333333333333
CAMK1,0.13,710490313>0.3,0.14666666666666664
CDK,0.13,710490313>0.3,-0.08833333333333333
MLCK,-0.12,710490313>0.3,1.4075
MSN,0.1,710490313>0.3,0.8283333333333334
CAMK2,0.09,710490313>0.3,0.5391666666666667
ATR,0.04,710490313>0.3,-0.9516666666666667
PHK,-0.04,710490313>0.3,-0.05750000000000001
PEK,-0.01,710490313>0.3,0.6541666666666667
PDK1,2.66,710490313>0.4,1.7116666666666667
ERK,2.48,710490313>0.4,1.3741666666666668
RAF,2.17,710490313>0.4,0.32583333333333336
TAO,2.08,710490313>0.4,1.7758333333333334
KHS,2.05,710490313>0.4,1.5066666666666666
PKCD,-1.72,710490313>0.4,-1.4483333333333333
PKG,1.61,710490313>0.4,0.5258333333333334
FRAY,-1.59,710490313>0.4,-0.09833333333333333
NMO,-1.56,710490313>0.4,-2.0208333333333335
DYRK,1.56,710490313>0.4,0.5016666666666667
MST,1.48,710490313>0.4,1.6366666666666667
MLK,-1.42,710490313>0.4,-0.8691666666666666
SGK,1.34,710490313>0.4,1.5816666666666668
CK2,-1.33,710490313>0.4,-0.7283333333333334
PAKB,1.24,710490313>0.4,1.3041666666666667
STKR,-1.23,710490313>0.4,0.9925
HAL,1.19,710490313>0.4,0.5116666666666666
QIK,1.09,710490313>0.4,0.47666666666666674
IRAK,1.09,710490313>0.4,0.4708333333333333
PIM,1.08,710490313>0.4,0.9441666666666667
CAMK1,-1.07,710490313>0.4,0.14666666666666664
COT,-1.07,710490313>0.4,0.07083333333333333
NDR,-1.05,710490313>0.4,-1.3383333333333334
PKCA,-0.96,710490313>0.4,-0.49916666666666665
ATM,-0.91,710490313>0.4,-1.1825
PRKDC,-0.9,710490313>0.4,-1.645
GRK,-0.88,710490313>0.4,0.042500000000000024
AKT,0.87,710490313>0.4,1.3283333333333334
CK1,0.85,710490313>0.4,0.49833333333333335
P38,0.84,710490313>0.4,0.4175
BARK2,-0.79,710490313>0.4,-1.025
AUR,-0.78,710490313>0.4,-0.805
PKCH,0.77,710490313>0.4,1.8825
PKD,-0.74,710490313>0.4,-0.49166666666666664
CAMK2,-0.71,710490313>0.4,0.5391666666666667
NUAK,-0.67,710490313>0.4,-0.8383333333333334
TTK,-0.66,710490313>0.4,-0.8466666666666667
PKN,-0.66,710490313>0.4,0.5725
STE11,-0.66,710490313>0.4,-0.42750000000000005
NAK,-0.65,710490313>0.4,-0.07833333333333331
TLK,-0.63,710490313>0.4,-0.8425
CDK,0.61,710490313>0.4,-0.08833333333333333
PKA,0.6,710490313>0.4,0.29166666666666663
RAD53,0.59,710490313>0.4,1.51
MELK,0.59,710490313>0.4,1.2341666666666666
CHK1,0.51,710490313>0.4,1.4033333333333333
ULK,-0.47,710490313>0.4,-0.5816666666666667
BRSK,-0.47,710490313>0.4,1.1975
SLK,-0.47,710490313>0.4,-0.5933333333333334
CLK,-0.47,710490313>0.4,-0.5933333333333334
CAMKK,-0.46,710490313>0.4,-0.5908333333333333
NIK,-0.45,710490313>0.4,-0.5875
PDHK,-0.45,710490313>0.4,0.9
BUD32,-0.45,710490313>0.4,-0.5925
PASK,-0.45,710490313>0.4,-0.5891666666666666
MOS,-0.44,710490313>0.4,-0.5816666666666667
WNK,-0.44,710490313>0.4,0.10333333333333333
AMPK,0.43,710490313>0.4,0.7175
MSN,0.43,710490313>0.4,0.8283333333333334
DMPK,0.37,710490313>0.4,1.03
RIPK,-0.36,710490313>0.4,-0.45
JNK,-0.26,710490313>0.4,-0.20833333333333334
MTOR,-0.25,710490313>0.4,0.013333333333333346
ATR,-0.25,710490313>0.4,-0.9516666666666667
NEK,0.19,710490313>0.4,1.2341666666666666
DAPK,-0.18,710490313>0.4,0.3625
MLCK,0.17,710490313>0.4,1.4075
GSK,0.13,710490313>0.4,-0.5233333333333333
PLK,-0.13,710490313>0.4,-0.9083333333333333
MAPKAPK,0.12,710490313>0.4,1.1691666666666667
RSK,0.12,710490313>0.4,0.35250000000000004
PEK,-0.12,710490313>0.4,0.6541666666666667
IKK,-0.1,710490313>0.4,0.11
PHK,-0.08,710490313>0.4,-0.05750000000000001
VRK1,0.08,710490313>0.4,-0.2833333333333333
MARK,-0.07,710490313>0.4,0.14166666666666666
PAKA,0.07,710490313>0.4,-0.3025
LKB,0.06,710490313>0.4,0.29583333333333334
STE7,-0.02,710490313>0.4,-0.5258333333333334
PKCI,-0,710490313>0.4,-0.7641666666666667
PKCH,3.06,710490315>0.15,1.8825
NMO,-2.74,710490315>0.15,-2.0208333333333335
RAD53,1.94,710490315>0.15,1.51
DMPK,1.92,710490315>0.15,1.03
PLK,-1.92,710490315>0.15,-0.9083333333333333
AKT,1.91,710490315>0.15,1.3283333333333334
NDR,-1.88,710490315>0.15,-1.3383333333333334
MLCK,1.85,710490315>0.15,1.4075
MST,1.81,710490315>0.15,1.6366666666666667
STKR,1.78,710490315>0.15,0.9925
PAKB,1.74,710490315>0.15,1.3041666666666667
PKN,1.72,710490315>0.15,0.5725
PRKDC,-1.67,710490315>0.15,-1.645
ATM,-1.57,710490315>0.15,-1.1825
BARK2,-1.43,710490315>0.15,-1.025
PIM,1.28,710490315>0.15,0.9441666666666667
TAO,1.26,710490315>0.15,1.7758333333333334
BRSK,1.24,710490315>0.15,1.1975
NEK,1.24,710490315>0.15,1.2341666666666666
MELK,1.23,710490315>0.15,1.2341666666666666
WNK,1.22,710490315>0.15,0.10333333333333333
KHS,1.21,710490315>0.15,1.5066666666666666
TTK,-1.2,710490315>0.15,-0.8466666666666667
SGK,1.17,710490315>0.15,1.5816666666666668
TLK,-1.17,710490315>0.15,-0.8425
STE7,-1.15,710490315>0.15,-0.5258333333333334
MLK,-1.11,710490315>0.15,-0.8691666666666666
NUAK,-1.11,710490315>0.15,-0.8383333333333334
CHK1,1.11,710490315>0.15,1.4033333333333333
CDK,-1.06,710490315>0.15,-0.08833333333333333
RSK,1.02,710490315>0.15,0.35250000000000004
VRK1,0.96,710490315>0.15,-0.2833333333333333
PAKA,-0.88,710490315>0.15,-0.3025
PKCI,-0.88,710490315>0.15,-0.7641666666666667
PASK,-0.84,710490315>0.15,-0.5891666666666666
CLK,-0.83,710490315>0.15,-0.5933333333333334
CAMKK,-0.82,710490315>0.15,-0.5908333333333333
NIK,-0.82,710490315>0.15,-0.5875
SLK,-0.82,710490315>0.15,-0.5933333333333334
BUD32,-0.81,710490315>0.15,-0.5925
ULK,-0.79,710490315>0.15,-0.5816666666666667
MOS,-0.78,710490315>0.15,-0.5816666666666667
JNK,-0.78,710490315>0.15,-0.20833333333333334
RIPK,-0.77,710490315>0.15,-0.45
PKD,-0.76,710490315>0.15,-0.49166666666666664
DAPK,0.74,710490315>0.15,0.3625
RAF,0.72,710490315>0.15,0.32583333333333336
PKCD,-0.71,710490315>0.15,-1.4483333333333333
ATR,-0.7,710490315>0.15,-0.9516666666666667
PDK1,0.69,710490315>0.15,1.7116666666666667
AMPK,0.68,710490315>0.15,0.7175
GSK,-0.65,710490315>0.15,-0.5233333333333333
STE11,-0.65,710490315>0.15,-0.42750000000000005
CAMK1,-0.65,710490315>0.15,0.14666666666666664
MAPKAPK,0.57,710490315>0.15,1.1691666666666667
ERK,0.54,710490315>0.15,1.3741666666666668
DYRK,-0.5,710490315>0.15,0.5016666666666667
PKCA,-0.49,710490315>0.15,-0.49916666666666665
PDHK,0.46,710490315>0.15,0.9
MSN,0.42,710490315>0.15,0.8283333333333334
PKA,0.38,710490315>0.15,0.29166666666666663
PKG,0.33,710490315>0.15,0.5258333333333334
MARK,-0.32,710490315>0.15,0.14166666666666666
HAL,0.32,710490315>0.15,0.5116666666666666
QIK,0.31,710490315>0.15,0.47666666666666674
IRAK,-0.3,710490315>0.15,0.4708333333333333
NAK,0.28,710490315>0.15,-0.07833333333333331
CK1,0.27,710490315>0.15,0.49833333333333335
P38,-0.25,710490315>0.15,0.4175
LKB,-0.24,710490315>0.15,0.29583333333333334
AUR,-0.24,710490315>0.15,-0.805
PEK,0.2,710490315>0.15,0.6541666666666667
PHK,0.19,710490315>0.15,-0.05750000000000001
GRK,0.16,710490315>0.15,0.042500000000000024
CK2,-0.13,710490315>0.15,-0.7283333333333334
CAMK2,0.11,710490315>0.15,0.5391666666666667
FRAY,0.03,710490315>0.15,-0.09833333333333333
COT,-0.02,710490315>0.15,0.07083333333333333
IKK,-0.01,710490315>0.15,0.11
MTOR,0,710490315>0.15,0.013333333333333346
PKCH,3.33,710490315>0.2,1.8825
NMO,-2.6,710490315>0.2,-2.0208333333333335
PRKDC,-2.18,710490315>0.2,-1.645
MLCK,1.96,710490315>0.2,1.4075
MLK,-1.96,710490315>0.2,-0.8691666666666666
AKT,1.95,710490315>0.2,1.3283333333333334
RAD53,1.9,710490315>0.2,1.51
PAKB,1.88,710490315>0.2,1.3041666666666667
PKN,1.84,710490315>0.2,0.5725
NDR,-1.72,710490315>0.2,-1.3383333333333334
DMPK,1.67,710490315>0.2,1.03
ATM,-1.61,710490315>0.2,-1.1825
MST,1.6,710490315>0.2,1.6366666666666667
PLK,-1.55,710490315>0.2,-0.9083333333333333
NEK,1.55,710490315>0.2,1.2341666666666666
MELK,1.52,710490315>0.2,1.2341666666666666
STE7,-1.48,710490315>0.2,-0.5258333333333334
SGK,1.44,710490315>0.2,1.5816666666666668
BARK2,-1.37,710490315>0.2,-1.025
AUR,-1.37,710490315>0.2,-0.805
WNK,1.28,710490315>0.2,0.10333333333333333
KHS,1.26,710490315>0.2,1.5066666666666666
BRSK,1.25,710490315>0.2,1.1975
TAO,1.23,710490315>0.2,1.7758333333333334
CHK1,1.22,710490315>0.2,1.4033333333333333
STE11,-1.22,710490315>0.2,-0.42750000000000005
PDK1,1.16,710490315>0.2,1.7116666666666667
PIM,1.15,710490315>0.2,0.9441666666666667
PKCD,-1.15,710490315>0.2,-1.4483333333333333
TTK,-1.11,710490315>0.2,-0.8466666666666667
ATR,-1.1,710490315>0.2,-0.9516666666666667
TLK,-1.1,710490315>0.2,-0.8425
NUAK,-1.09,710490315>0.2,-0.8383333333333334
STKR,1.08,710490315>0.2,0.9925
RSK,0.94,710490315>0.2,0.35250000000000004
PDHK,0.91,710490315>0.2,0.9
RIPK,-0.91,710490315>0.2,-0.45
RAF,0.9,710490315>0.2,0.32583333333333336
PKA,0.87,710490315>0.2,0.29166666666666663
VRK1,-0.84,710490315>0.2,-0.2833333333333333
SLK,-0.81,710490315>0.2,-0.5933333333333334
BUD32,-0.8,710490315>0.2,-0.5925
NIK,-0.79,710490315>0.2,-0.5875
CAMKK,-0.79,710490315>0.2,-0.5908333333333333
PASK,-0.79,710490315>0.2,-0.5891666666666666
CK2,-0.78,710490315>0.2,-0.7283333333333334
CLK,-0.76,710490315>0.2,-0.5933333333333334
ULK,-0.76,710490315>0.2,-0.5816666666666667
MOS,-0.76,710490315>0.2,-0.5816666666666667
PKCI,-0.75,710490315>0.2,-0.7641666666666667
LKB,-0.73,710490315>0.2,0.29583333333333334
PKCA,-0.72,710490315>0.2,-0.49916666666666665
PKG,0.7,710490315>0.2,0.5258333333333334
CDK,-0.65,710490315>0.2,-0.08833333333333333
ERK,0.64,710490315>0.2,1.3741666666666668
PAKA,-0.59,710490315>0.2,-0.3025
MAPKAPK,0.59,710490315>0.2,1.1691666666666667
CK1,0.57,710490315>0.2,0.49833333333333335
MSN,0.51,710490315>0.2,0.8283333333333334
AMPK,0.49,710490315>0.2,0.7175
PKD,-0.47,710490315>0.2,-0.49166666666666664
GSK,-0.45,710490315>0.2,-0.5233333333333333
DYRK,-0.44,710490315>0.2,0.5016666666666667
CAMK1,-0.43,710490315>0.2,0.14666666666666664
DAPK,0.41,710490315>0.2,0.3625
HAL,0.38,710490315>0.2,0.5116666666666666
NAK,0.38,710490315>0.2,-0.07833333333333331
JNK,-0.38,710490315>0.2,-0.20833333333333334
GRK,-0.3,710490315>0.2,0.042500000000000024
CAMK2,0.3,710490315>0.2,0.5391666666666667
IKK,-0.28,710490315>0.2,0.11
FRAY,0.23,710490315>0.2,-0.09833333333333333
PHK,0.22,710490315>0.2,-0.05750000000000001
MARK,-0.22,710490315>0.2,0.14166666666666666
PEK,0.2,710490315>0.2,0.6541666666666667
MTOR,-0.2,710490315>0.2,0.013333333333333346
P38,-0.18,710490315>0.2,0.4175
IRAK,-0.13,710490315>0.2,0.4708333333333333
COT,0.11,710490315>0.2,0.07083333333333333
QIK,0.11,710490315>0.2,0.47666666666666674
PKCH,2.5,710490315>0.3,1.8825
MST,2.35,710490315>0.3,1.6366666666666667
PAKB,2.27,710490315>0.3,1.3041666666666667
NMO,-2.17,710490315>0.3,-2.0208333333333335
NEK,2.11,710490315>0.3,1.2341666666666666
AKT,1.78,710490315>0.3,1.3283333333333334
MELK,1.78,710490315>0.3,1.2341666666666666
PRKDC,-1.72,710490315>0.3,-1.645
STKR,1.71,710490315>0.3,0.9925
PKCA,-1.7,710490315>0.3,-0.49916666666666665
SGK,1.68,710490315>0.3,1.5816666666666668
DMPK,1.66,710490315>0.3,1.03
KHS,1.54,710490315>0.3,1.5066666666666666
TAO,1.52,710490315>0.3,1.7758333333333334
PKG,1.52,710490315>0.3,0.5258333333333334
MLCK,1.52,710490315>0.3,1.4075
PDHK,1.5,710490315>0.3,0.9
AMPK,1.48,710490315>0.3,0.7175
VRK1,-1.45,710490315>0.3,-0.2833333333333333
RAD53,1.44,710490315>0.3,1.51
NDR,-1.44,710490315>0.3,-1.3383333333333334
CHK1,1.4,710490315>0.3,1.4033333333333333
PKA,1.35,710490315>0.3,0.29166666666666663
ATM,-1.26,710490315>0.3,-1.1825
CK1,1.24,710490315>0.3,0.49833333333333335
PIM,1.23,710490315>0.3,0.9441666666666667
MLK,-1.22,710490315>0.3,-0.8691666666666666
P38,-1.21,710490315>0.3,0.4175
CAMK2,1.16,710490315>0.3,0.5391666666666667
BARK2,-1.1,710490315>0.3,-1.025
PKCD,-1.1,710490315>0.3,-1.4483333333333333
RSK,1.05,710490315>0.3,0.35250000000000004
TTK,-0.92,710490315>0.3,-0.8466666666666667
NUAK,-0.91,710490315>0.3,-0.8383333333333334
TLK,-0.91,710490315>0.3,-0.8425
CDK,-0.88,710490315>0.3,-0.08833333333333333
AUR,-0.81,710490315>0.3,-0.805
PKCI,-0.81,710490315>0.3,-0.7641666666666667
JNK,-0.75,710490315>0.3,-0.20833333333333334
PKN,0.72,710490315>0.3,0.5725
STE7,-0.72,710490315>0.3,-0.5258333333333334
MARK,-0.69,710490315>0.3,0.14166666666666666
BUD32,-0.68,710490315>0.3,-0.5925
STE11,-0.66,710490315>0.3,-0.42750000000000005
NAK,0.66,710490315>0.3,-0.07833333333333331
SLK,-0.65,710490315>0.3,-0.5933333333333334
CAMKK,-0.64,710490315>0.3,-0.5908333333333333
PDK1,0.64,710490315>0.3,1.7116666666666667
MAPKAPK,0.64,710490315>0.3,1.1691666666666667
PASK,-0.64,710490315>0.3,-0.5891666666666666
WNK,-0.63,710490315>0.3,0.10333333333333333
BRSK,-0.63,710490315>0.3,1.1975
MOS,-0.63,710490315>0.3,-0.5816666666666667
CLK,-0.63,710490315>0.3,-0.5933333333333334
HAL,0.62,710490315>0.3,0.5116666666666666
ULK,-0.61,710490315>0.3,-0.5816666666666667
NIK,-0.59,710490315>0.3,-0.5875
GSK,-0.55,710490315>0.3,-0.5233333333333333
PLK,-0.55,710490315>0.3,-0.9083333333333333
ATR,-0.53,710490315>0.3,-0.9516666666666667
RAF,0.52,710490315>0.3,0.32583333333333336
COT,-0.5,710490315>0.3,0.07083333333333333
DAPK,0.5,710490315>0.3,0.3625
PHK,-0.47,710490315>0.3,-0.05750000000000001
RIPK,-0.4,710490315>0.3,-0.45
GRK,0.34,710490315>0.3,0.042500000000000024
IKK,-0.33,710490315>0.3,0.11
ERK,0.3,710490315>0.3,1.3741666666666668
DYRK,-0.25,710490315>0.3,0.5016666666666667
CK2,-0.24,710490315>0.3,-0.7283333333333334
LKB,-0.17,710490315>0.3,0.29583333333333334
MSN,-0.17,710490315>0.3,0.8283333333333334
PKD,-0.17,710490315>0.3,-0.49166666666666664
