Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
PRKAA1,Q13131,CAMK,CAMKL,0.9665762445130504,2.3814886158436557,3.364516253185088,3.6655462488490693,-1.3480276166168816,-1.353453209463677,0.018479649709469415,-0.6660679599645075,6
AKT1,P31749,AGC,AKT,0.9665762445130504,2.170034172844551,3.063486257521107,3.6655462488490693,-1.0994312982646774,-1.0942500173876502,0.045743722197603774,-0.44058326856819213,14
NPR2,P20594,RGC,RGC,0.9665762445130504,2.0059095889868104,2.9665762445130506,3.063486257521107,-1.3727197168681107,-1.4285535497698134,0.09670703536705985,-0.5501395732240326,5
AKT2,P31751,AGC,AKT,0.9665762445130504,1.7367329401144236,2.8204482088348124,3.1884249941294067,-1.0808300754286269,-1.0720061181229357,0.030579495246525146,-0.4258420574316083,12
PRKG2,Q13237,AGC,PKG,0.8084431448042659,2.0908820551801393,2.7788466780452947,3.6655462488490693,-1.090540221257792,-1.0772742164602327,0.08750367040064753,-0.5082993345576592,14
AKT3,Q9Y243,AGC,AKT,0.9665762445130504,1.9126915871689751,2.7280156171532193,3.6655462488490693,-1.3862991809490772,-1.3974279717438913,0.0606504819777145,-0.5636135180057076,4
PRKACA,P17612,AGC,PKA,0.6819366650372385,2.0389569080307166,2.6819366650372385,3.3809066693732572,-0.9419519554521523,-0.9484090534338528,0.014005118917218411,-0.41351030547934686,23
PIM2,Q9P1W9,CAMK,PIM,0.6819366650372385,1.8416556053261064,2.5358086293590008,3.079876673709276,-0.9394516533915399,-0.9322548840169229,0.030755098215977477,-0.36428707247537756,21
SGK2,Q9HBY8,AGC,SGK,0.8954163496440974,1.5293023549383178,2.526169448372655,3.1884249941294067,-1.1261038373251808,-1.1365243009996513,0.12919788059703144,-0.4883532706386293,7
PRKX,P51817,AGC,PKA,0.7768165248625091,1.6794171271004321,2.3809066693732572,3.6655462488490693,-1.0823592135101454,-1.0632318541440653,0.11163612311248813,-0.5194979400548386,12
PLK3,Q9H4B4,CAMK,PLK,0.9665762445130504,1.2614628578425005,2.222865638833313,2.5516028965422324,-1.262436583017097,-1.262436583017097,0.023101607908422094,-0.598140896024314,4
PRKACB,P22694,AGC,PKA,0.8400697647460229,1.5630016593999514,2.1884249941294067,3.3809066693732572,-1.0313351162888609,-1.048692171640666,0.04073664386355647,-0.4533385199085582,11
NPR1,P16066,RGC,RGC,0.6819366650372385,1.4837968067704603,2.1767866867173327,2.6819366650372385,-1.0226740244337944,-0.9825503197392275,0.06679802614782661,-0.5171709661347016,14
PRKY,O43930,AGC,PKA,0.9665762445130504,1.5187938682107385,2.156195999515947,3.364516253185088,-1.1890688186207468,-1.2088937262642916,0.1989338146648405,-0.5373769715823502,6
PRKAB1,Q9Y478,NA,NA,0.9665762445130504,1.1143681373460181,2.085762652232259,2.203148250950113,-1.251839268029245,-1.251839268029245,0,-0.4497730910237969,3
ATR,Q13535,Atypical,PIKK,0.9665762445130504,1.0853977156123682,2.045396457847713,2.203148250950113,-1.2448237251796588,-1.2448237251796588,0,-0.44996867614992525,3
SGK1,O00141,AGC,SGK,0.8207180056116101,0.7830767258253588,1.9579760727511328,2.0422969584511685,-0.9402687181141822,-0.8663659249732878,0.13643864527277302,-0.40631511188340447,8
CSNK2A1,P68400,CMGC,CK2,0.9665762445130504,0.958894885580232,1.925470886212429,2.002788417167495,-1.1856814824514303,-1.1856814824514303,0,-0.3965751197458009,3
RPS6KA1,Q15418,AGC-CAMK,RSK,0.9033230046295366,0.9363831250099159,1.8022233887286134,2.519418213170831,-0.85263390134912,-0.8815504679210987,0.07185099079423933,-0.3061992516097386,15
CHEK2,O96017,CAMK,RAD53,0.9665762445130504,0.7863919808614612,1.7624562618571256,1.8873949984654255,-0.8946508431600181,-0.8862433569287886,0.037700285792395496,-0.4683783916055025,11
DAPK2,Q9UIK4,CAMK,DAPK,0.8716963846877798,0.6922383670000258,1.7570612299704194,1.8460023133072005,-1.0529158755573367,-0.9888260072718693,0.09613480242820112,-0.34409975198244513,4
PRKACG,P22612,AGC,PKA,0.9665762445130504,0.773932318426242,1.7310477976055014,1.8142879001299939,-1.097125811882492,-1.097125811882492,0,-0.4727526483733187,3
PIM1,P11309,CAMK,PIM,0.6819366650372385,1.0979130509074855,1.6907105893447436,2.3809066693732572,-0.7767898319885757,-0.7798005471275,0.026980714353011585,-0.31074315778622896,34
RPS6KA3,P51812,AGC-CAMK,RSK,0.9349496245712935,0.8170703022229749,1.6361624711638596,2.5516028965422324,-0.8313334835670868,-0.8898119882787507,0.10721088924648563,-0.2945498038937045,11
PRKG1,Q13976,AGC,PKG,0.6819366650372385,1.0319787993086353,1.6250318137007658,1.9829666607012197,-0.8499980149846319,-0.8654473942316275,0.05548342428842484,-0.4223928188806946,18
AURKA,O14965,CAMK,AUR,0.9665762445130504,0.5917216999327994,1.5617425278931123,1.5973603871029076,-0.922862568769921,-0.922862568769921,0,-0.2864225052650031,4
RPS6KB1,P23443,AGC,RSK,0.8400697647460229,0.8275105047959469,1.5583362792012008,2.3867926478962405,-0.8844856224445262,-0.8912995678472129,0.051037053738500794,-0.3415170445263378,11
CAMK2B,Q13554,CAMK,CAMK2,0.6819366650372385,0.737051597731601,1.548397756667021,1.6027554189896138,-1.1447453664621543,-1.0161497249723084,0.176207011830261,-0.5131596208496966,4
