Kinase,Z,method,AvgZ
SRC,-1.7,641215101>0.15,-1.775
CSK,1.67,641215101>0.15,0.7191666666666666
ACK,1.64,641215101>0.15,1.325
FGFR,1.16,641215101>0.15,0.775
TRK,1.11,641215101>0.15,0.6183333333333333
FAK,-1.04,641215101>0.15,-0.2833333333333333
SYK,-0.93,641215101>0.15,-0.3733333333333333
RYK,-0.9,641215101>0.15,-0.6058333333333333
VEGFR,0.89,641215101>0.15,0.5541666666666667
JAK,0.87,641215101>0.15,8.33333333333334e-4
TEC,-0.75,641215101>0.15,-1.3475
SEV,-0.64,641215101>0.15,0.4908333333333333
EPH,0.5,641215101>0.15,0.8925
FRK,-0.49,641215101>0.15,-0.9241666666666667
MET,0.48,641215101>0.15,-0.19166666666666665
ALK,-0.47,641215101>0.15,-0.7025
PDGFR,-0.41,641215101>0.15,-0.27166666666666667
RET,-0.33,641215101>0.15,-0.8574999999999999
FER,0.28,641215101>0.15,0.2991666666666667
INSR,0.27,641215101>0.15,-0.5025
EGFR,-0.15,641215101>0.15,0.49749999999999994
AXL,0.09,641215101>0.15,0.3908333333333333
DDR,-0.06,641215101>0.15,-0.8566666666666667
ABL,-0.03,641215101>0.15,-0.6475
ACK,1.75,641215101>0.2,1.325
EPH,1.2,641215101>0.2,0.8925
SRC,-1.15,641215101>0.2,-1.775
VEGFR,1.05,641215101>0.2,0.5541666666666667
TRK,1.01,641215101>0.2,0.6183333333333333
SYK,-0.94,641215101>0.2,-0.3733333333333333
AXL,0.94,641215101>0.2,0.3908333333333333
CSK,0.94,641215101>0.2,0.7191666666666666
TEC,-0.91,641215101>0.2,-1.3475
FGFR,0.86,641215101>0.2,0.775
RYK,-0.82,641215101>0.2,-0.6058333333333333
FRK,-0.79,641215101>0.2,-0.9241666666666667
RET,-0.67,641215101>0.2,-0.8574999999999999
PDGFR,-0.66,641215101>0.2,-0.27166666666666667
FER,0.61,641215101>0.2,0.2991666666666667
SEV,-0.55,641215101>0.2,0.4908333333333333
ALK,-0.48,641215101>0.2,-0.7025
DDR,-0.26,641215101>0.2,-0.8566666666666667
FAK,-0.24,641215101>0.2,-0.2833333333333333
ABL,0.23,641215101>0.2,-0.6475
MET,-0.19,641215101>0.2,-0.19166666666666665
JAK,0.13,641215101>0.2,8.33333333333334e-4
EGFR,-0.03,641215101>0.2,0.49749999999999994
INSR,0.02,641215101>0.2,-0.5025
TEC,-2.52,641215101>0.3,-1.3475
TRK,2.02,641215101>0.3,0.6183333333333333
EPH,1.85,641215101>0.3,0.8925
SYK,-1.68,641215101>0.3,-0.3733333333333333
FRK,-1.55,641215101>0.3,-0.9241666666666667
PDGFR,1.24,641215101>0.3,-0.27166666666666667
EGFR,0.94,641215101>0.3,0.49749999999999994
VEGFR,0.85,641215101>0.3,0.5541666666666667
INSR,0.75,641215101>0.3,-0.5025
FGFR,0.73,641215101>0.3,0.775
FER,0.69,641215101>0.3,0.2991666666666667
RET,-0.6,641215101>0.3,-0.8574999999999999
DDR,-0.57,641215101>0.3,-0.8566666666666667
RYK,-0.56,641215101>0.3,-0.6058333333333333
ALK,-0.55,641215101>0.3,-0.7025
ACK,-0.41,641215101>0.3,1.325
SEV,-0.41,641215101>0.3,0.4908333333333333
ABL,0.39,641215101>0.3,-0.6475
CSK,0.38,641215101>0.3,0.7191666666666666
JAK,0.31,641215101>0.3,8.33333333333334e-4
AXL,0.26,641215101>0.3,0.3908333333333333
SRC,0.21,641215101>0.3,-1.775
FAK,-0.02,641215101>0.3,-0.2833333333333333
MET,0.01,641215101>0.3,-0.19166666666666665
TEC,-2.72,641215101>0.4,-1.3475
EPH,1.44,641215101>0.4,0.8925
SRC,-1.41,641215101>0.4,-1.775
TRK,1.28,641215101>0.4,0.6183333333333333
DDR,-1.2,641215101>0.4,-0.8566666666666667
EGFR,1.08,641215101>0.4,0.49749999999999994
FRK,-1.07,641215101>0.4,-0.9241666666666667
ABL,-1.05,641215101>0.4,-0.6475
RET,-1.02,641215101>0.4,-0.8574999999999999
PDGFR,1.01,641215101>0.4,-0.27166666666666667
FGFR,0.65,641215101>0.4,0.775
FAK,0.48,641215101>0.4,-0.2833333333333333
MET,-0.46,641215101>0.4,-0.19166666666666665
VEGFR,0.45,641215101>0.4,0.5541666666666667
RYK,-0.42,641215101>0.4,-0.6058333333333333
FER,0.4,641215101>0.4,0.2991666666666667
INSR,-0.36,641215101>0.4,-0.5025
SYK,-0.33,641215101>0.4,-0.3733333333333333
JAK,-0.3,641215101>0.4,8.33333333333334e-4
ACK,-0.3,641215101>0.4,1.325
SEV,-0.27,641215101>0.4,0.4908333333333333
AXL,0.25,641215101>0.4,0.3908333333333333
CSK,-0.19,641215101>0.4,0.7191666666666666
ALK,0.1,641215101>0.4,-0.7025
SRC,-2.35,641215102>0.15,-1.775
DDR,-2.03,641215102>0.15,-0.8566666666666667
RET,-2.03,641215102>0.15,-0.8574999999999999
CSK,1.87,641215102>0.15,0.7191666666666666
ACK,1.72,641215102>0.15,1.325
SEV,1.68,641215102>0.15,0.4908333333333333
FRK,-1.57,641215102>0.15,-0.9241666666666667
FAK,-1.43,641215102>0.15,-0.2833333333333333
EGFR,1.38,641215102>0.15,0.49749999999999994
TEC,-1.15,641215102>0.15,-1.3475
FGFR,1.13,641215102>0.15,0.775
VEGFR,0.99,641215102>0.15,0.5541666666666667
PDGFR,-0.91,641215102>0.15,-0.27166666666666667
RYK,-0.83,641215102>0.15,-0.6058333333333333
EPH,0.66,641215102>0.15,0.8925
ABL,-0.61,641215102>0.15,-0.6475
FER,0.57,641215102>0.15,0.2991666666666667
AXL,0.49,641215102>0.15,0.3908333333333333
TRK,0.47,641215102>0.15,0.6183333333333333
JAK,-0.4,641215102>0.15,8.33333333333334e-4
INSR,0.37,641215102>0.15,-0.5025
MET,-0.23,641215102>0.15,-0.19166666666666665
ALK,-0.17,641215102>0.15,-0.7025
SYK,-0.16,641215102>0.15,-0.3733333333333333
SRC,-2.37,641215102>0.2,-1.775
ACK,1.97,641215102>0.2,1.325
SEV,1.93,641215102>0.2,0.4908333333333333
RET,-1.81,641215102>0.2,-0.8574999999999999
FGFR,1.78,641215102>0.2,0.775
EGFR,1.54,641215102>0.2,0.49749999999999994
DDR,-1.47,641215102>0.2,-0.8566666666666667
ABL,-1.47,641215102>0.2,-0.6475
CSK,1.37,641215102>0.2,0.7191666666666666
FRK,-1.19,641215102>0.2,-0.9241666666666667
AXL,1.18,641215102>0.2,0.3908333333333333
FER,0.97,641215102>0.2,0.2991666666666667
INSR,-0.82,641215102>0.2,-0.5025
TEC,-0.73,641215102>0.2,-1.3475
RYK,-0.72,641215102>0.2,-0.6058333333333333
FAK,-0.57,641215102>0.2,-0.2833333333333333
TRK,0.52,641215102>0.2,0.6183333333333333
PDGFR,-0.52,641215102>0.2,-0.27166666666666667
ALK,0.31,641215102>0.2,-0.7025
JAK,0.29,641215102>0.2,8.33333333333334e-4
SYK,-0.25,641215102>0.2,-0.3733333333333333
VEGFR,0.2,641215102>0.2,0.5541666666666667
EPH,0.15,641215102>0.2,0.8925
MET,-0.01,641215102>0.2,-0.19166666666666665
SRC,-3.18,641215102>0.3,-1.775
SEV,2.38,641215102>0.3,0.4908333333333333
ACK,2.35,641215102>0.3,1.325
ABL,-1.95,641215102>0.3,-0.6475
FER,1.57,641215102>0.3,0.2991666666666667
INSR,-1.53,641215102>0.3,-0.5025
RET,-1.49,641215102>0.3,-0.8574999999999999
DDR,-1.17,641215102>0.3,-0.8566666666666667
FGFR,1.07,641215102>0.3,0.775
EGFR,1.05,641215102>0.3,0.49749999999999994
FRK,-0.79,641215102>0.3,-0.9241666666666667
PDGFR,-0.76,641215102>0.3,-0.27166666666666667
VEGFR,0.72,641215102>0.3,0.5541666666666667
TRK,-0.65,641215102>0.3,0.6183333333333333
RYK,-0.59,641215102>0.3,-0.6058333333333333
MET,-0.57,641215102>0.3,-0.19166666666666665
FAK,-0.55,641215102>0.3,-0.2833333333333333
JAK,-0.39,641215102>0.3,8.33333333333334e-4
EPH,0.27,641215102>0.3,0.8925
ALK,-0.18,641215102>0.3,-0.7025
SYK,0.15,641215102>0.3,-0.3733333333333333
AXL,0.15,641215102>0.3,0.3908333333333333
CSK,-0.14,641215102>0.3,0.7191666666666666
TEC,-0.14,641215102>0.3,-1.3475
ACK,3.46,641215102>0.4,1.325
SEV,3.21,641215102>0.4,0.4908333333333333
SRC,-2.55,641215102>0.4,-1.775
INSR,-1.89,641215102>0.4,-0.5025
DDR,-1.28,641215102>0.4,-0.8566666666666667
CSK,1.25,641215102>0.4,0.7191666666666666
EGFR,1.21,641215102>0.4,0.49749999999999994
ABL,-1.17,641215102>0.4,-0.6475
FRK,-1.12,641215102>0.4,-0.9241666666666667
RET,-1.06,641215102>0.4,-0.8574999999999999
JAK,1,641215102>0.4,8.33333333333334e-4
AXL,-0.99,641215102>0.4,0.3908333333333333
