Kinase,Z,method,AvgZ
SEV,2.18,641215219>0.15,1.4933333333333332
SRC,-1.9,641215219>0.15,-2.0341666666666667
TEC,-1.84,641215219>0.15,-1.3658333333333335
SYK,-1.74,641215219>0.15,-1.1525
JAK,-1.67,641215219>0.15,-0.9666666666666667
RET,-1.53,641215219>0.15,-0.7991666666666667
DDR,-1.4,641215219>0.15,-1.2775
PDGFR,-1.18,641215219>0.15,-0.4291666666666667
FGFR,1.15,641215219>0.15,0.95
ABL,-0.98,641215219>0.15,-0.7133333333333334
ALK,-0.94,641215219>0.15,-0.6258333333333334
MET,-0.83,641215219>0.15,-0.19833333333333328
RYK,-0.64,641215219>0.15,-0.5558333333333333
CSK,0.62,641215219>0.15,0.39666666666666667
ACK,-0.46,641215219>0.15,0.03249999999999999
FER,0.45,641215219>0.15,0.0250000000000001
FAK,-0.45,641215219>0.15,-1.05
INSR,0.34,641215219>0.15,0.13166666666666668
AXL,0.2,641215219>0.15,-0.2925
EGFR,-0.17,641215219>0.15,0.13583333333333336
TRK,-0.17,641215219>0.15,0.5575
FRK,-0.13,641215219>0.15,-0.48750000000000004
VEGFR,-0.1,641215219>0.15,0.49750000000000005
EPH,-0.07,641215219>0.15,-0.5108333333333333
TEC,-1.95,641215219>0.2,-1.3658333333333335
DDR,-1.43,641215219>0.2,-1.2775
INSR,1.36,641215219>0.2,0.13166666666666668
JAK,-1.29,641215219>0.2,-0.9666666666666667
FGFR,1.22,641215219>0.2,0.95
RET,-1.15,641215219>0.2,-0.7991666666666667
FER,-1,641215219>0.2,0.0250000000000001
SRC,-1,641215219>0.2,-2.0341666666666667
AXL,0.87,641215219>0.2,-0.2925
ALK,-0.85,641215219>0.2,-0.6258333333333334
FRK,0.77,641215219>0.2,-0.48750000000000004
VEGFR,0.76,641215219>0.2,0.49750000000000005
TRK,-0.69,641215219>0.2,0.5575
EGFR,0.49,641215219>0.2,0.13583333333333336
RYK,-0.45,641215219>0.2,-0.5558333333333333
ABL,-0.4,641215219>0.2,-0.7133333333333334
EPH,0.34,641215219>0.2,-0.5108333333333333
PDGFR,0.34,641215219>0.2,-0.4291666666666667
ACK,-0.32,641215219>0.2,0.03249999999999999
SEV,-0.32,641215219>0.2,1.4933333333333332
CSK,-0.23,641215219>0.2,0.39666666666666667
SYK,0.21,641215219>0.2,-1.1525
MET,-0.12,641215219>0.2,-0.19833333333333328
FAK,-0.06,641215219>0.2,-1.05
TEC,-2.19,641215219>0.3,-1.3658333333333335
FGFR,1.94,641215219>0.3,0.95
