Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
PRKACG,P22612,AGC,PKA,0.9665762445130504,1.6083566849911992,2.489454989793388,3.063486257521107,-1.5657499624622675,-1.5657499624622675,0,-0.8025266972270092,3
CDKL2,Q92772,CMGC,CDKL,0.919835667032683,1.0203193007666846,2.032195265407025,2.1092437480817816,-1.4000655744097676,-1.3586384898470152,0.10147521870987358,-0.3434406421792768,3
IKBKB,O14920,OTHER,IKK,0.9665762445130504,1.0743729864959568,2.0220935723628815,2.134067331806814,-1.4138218984702409,-1.4138218984702409,0,-0.7086748235314104,3
PRKACA,P17612,AGC,PKA,0.6861327796308466,1.2444319942370132,1.9537390198078781,2.3437100988086406,-1.0842161581796161,-1.0810096476684132,0.058477636874283374,-0.6109351900754624,23
NPR2,P20594,RGC,RGC,0.7796139345915812,1.2928790531455363,1.9227047860679094,2.489454989793388,-1.295288599632309,-1.34260421672673,0.081953052799012,-0.7884818480666906,5
PRKAA1,Q13131,CAMK,CAMKL,0.6861327796308466,1.03188763975938,1.7038615465912783,1.8937410901325928,-1.230597985888468,-1.2278627508830082,0.018156562005301448,-0.8407511433856751,6
PIM2,Q9P1W9,CAMK,PIM,0.6861327796308466,0.9056596667329987,1.527770287535597,1.9537390198078781,-1.023248907057003,-1.0267058349029836,0.045779268010481815,-0.5160822898921144,21
MYLK2,Q9H1R3,CAMK,MLCK,0.9665762445130504,0.5466816599529624,1.5132579044660126,1.5132579044660126,-1.124746878254357,-1.124746878254357,NA,-0.42214422507924176,3
ROCK2,O75116,AGC,DMPK,0.9665762445130504,0.5277093178865369,1.494285562399587,1.535212480354063,-1.1208920555226536,-1.1208920555226536,0.022955265119920312,-0.45368408223605183,4
PRKAB1,Q9Y478,NA,NA,0.6861327796308466,0.784149298573185,1.487475692676424,1.5217799238464096,-1.269132765842244,-1.269132765842244,0,-0.6722986688634617,3
IKBKE,Q14164,OTHER,IKK,0.6861327796308466,0.7964487122198214,1.4119749303671667,1.8536238669246101,-1.1635425163586943,-1.1691718558983888,0.07381604555731683,-0.7309649609889771,5
CSNK1A1,P48729,CK1,CK1,0.6861327796308466,0.5777698259368569,1.3516790284799156,1.6069515335832218,-1.0912281478726495,-1.0165514159813263,0.15558502802404403,-0.6858100090004958,6
PRKG1,Q13976,AGC,PKG,0.8107743195784928,0.6170372048395202,1.3358847612966838,1.8266971581118137,-1.0090566547668218,-1.0061610873354596,0.06273885529258132,-0.5802150586154952,18
PIM1,P11309,CAMK,PIM,0.6861327796308466,0.6169273831526105,1.31322077666074,1.4308602745275407,-0.9626727953058921,-0.9635333695720979,0.008625710483188708,-0.4923408268359346,34
DAPK3,O43293,CAMK,DAPK,0.6861327796308466,0.623423042943488,1.3095558225743347,1.3095558225743347,-1.189048090096777,-1.189048090096777,NA,-0.720598928465639,3
PRKCZ,Q05513,AGC,PKC,0.9665762445130504,0.32749480701038775,1.265872527368031,1.4923599804367953,-0.9302846273708304,-0.9327613741579145,0.06574413008015095,-0.4606540385667712,6
AKT3,Q9Y243,AGC,AKT,0.6861327796308466,0.5214457620939219,1.2096203899953162,1.5100415205751654,-0.9974515965604434,-1.004077617912614,0.16985962126398232,-0.6642914391307351,4
AKT1,P31749,AGC,AKT,0.6861327796308466,0.5142477251103253,1.1864456970124428,1.527770287535597,-0.9793612442265265,-0.9857990433366711,0.031704483875891004,-0.5845144964615989,14
SGK2,Q9HBY8,AGC,SGK,0.6861327796308466,0.5149826082832737,1.1628930016375467,1.5158710642358892,-1.016791588577712,-1.0343956876462803,0.12205339074646314,-0.6590272286294652,7
