Kinase,Z,method,AvgZ
TEC,-2.41,641215219>0.15,-1.1758333333333333
SRC,-1.75,641215219>0.15,-1.9866666666666668
RET,-1.18,641215219>0.15,-0.7433333333333333
FGFR,1.09,641215219>0.15,0.42750000000000005
VEGFR,1.09,641215219>0.15,0.85
ALK,-1.05,641215219>0.15,-0.18666666666666662
TRK,0.91,641215219>0.15,1.3191666666666666
FER,0.82,641215219>0.15,0.5591666666666666
RYK,-0.74,641215219>0.15,-0.7075
FAK,-0.71,641215219>0.15,-1.0975
FRK,-0.58,641215219>0.15,-0.7825
ACK,-0.53,641215219>0.15,1.0758333333333332
AXL,0.52,641215219>0.15,-0.7725
SEV,-0.52,641215219>0.15,1.0808333333333333
INSR,0.47,641215219>0.15,0.45083333333333336
EPH,-0.43,641215219>0.15,-0.5566666666666666
CSK,-0.39,641215219>0.15,0.7566666666666667
JAK,-0.33,641215219>0.15,0.03333333333333335
SYK,-0.31,641215219>0.15,-1.1633333333333333
EGFR,0.3,641215219>0.15,0.605
DDR,-0.26,641215219>0.15,-1.195
MET,0.26,641215219>0.15,-0.9183333333333333
ABL,-0.19,641215219>0.15,-0.415
PDGFR,0.11,641215219>0.15,-0.5966666666666667
TEC,-2.56,641215219>0.2,-1.1758333333333333
SRC,-1.6,641215219>0.2,-1.9866666666666668
FRK,-1.59,641215219>0.2,-0.7825
TRK,1.25,641215219>0.2,1.3191666666666666
ALK,-1.17,641215219>0.2,-0.18666666666666662
VEGFR,1.15,641215219>0.2,0.85
CSK,-0.76,641215219>0.2,0.7566666666666667
DDR,-0.75,641215219>0.2,-1.195
RET,-0.68,641215219>0.2,-0.7433333333333333
RYK,-0.6,641215219>0.2,-0.7075
PDGFR,0.6,641215219>0.2,-0.5966666666666667
FER,0.56,641215219>0.2,0.5591666666666666
FGFR,0.49,641215219>0.2,0.42750000000000005
INSR,0.49,641215219>0.2,0.45083333333333336
ACK,-0.44,641215219>0.2,1.0758333333333332
SEV,-0.42,641215219>0.2,1.0808333333333333
EPH,-0.38,641215219>0.2,-0.5566666666666666
SYK,0.33,641215219>0.2,-1.1633333333333333
FAK,-0.26,641215219>0.2,-1.0975
MET,-0.18,641215219>0.2,-0.9183333333333333
ABL,0.14,641215219>0.2,-0.415
JAK,0.07,641215219>0.2,0.03333333333333335
EGFR,-0.04,641215219>0.2,0.605
AXL,-0.02,641215219>0.2,-0.7725
TRK,2.48,641215219>0.3,1.3191666666666666
TEC,-2.03,641215219>0.3,-1.1758333333333333
JAK,1.49,641215219>0.3,0.03333333333333335
INSR,1.46,641215219>0.3,0.45083333333333336
AXL,-1.18,641215219>0.3,-0.7725
DDR,-1.01,641215219>0.3,-1.195
FRK,-1,641215219>0.3,-0.7825
FER,-0.85,641215219>0.3,0.5591666666666666
CSK,0.83,641215219>0.3,0.7566666666666667
FAK,0.82,641215219>0.3,-1.0975
EGFR,0.81,641215219>0.3,0.605
PDGFR,0.7,641215219>0.3,-0.5966666666666667
VEGFR,0.68,641215219>0.3,0.85
MET,0.55,641215219>0.3,-0.9183333333333333
ABL,0.53,641215219>0.3,-0.415
ALK,0.43,641215219>0.3,-0.18666666666666662
EPH,-0.39,641215219>0.3,-0.5566666666666666
SYK,0.39,641215219>0.3,-1.1633333333333333
RYK,-0.38,641215219>0.3,-0.7075
FGFR,0.37,641215219>0.3,0.42750000000000005
SRC,0.32,641215219>0.3,-1.9866666666666668
RET,0.28,641215219>0.3,-0.7433333333333333
ACK,-0.28,641215219>0.3,1.0758333333333332
SEV,-0.27,641215219>0.3,1.0808333333333333
TRK,3.35,641215219>0.4,1.3191666666666666
INSR,2.29,641215219>0.4,0.45083333333333336
AXL,-2.03,641215219>0.4,-0.7725
JAK,1.49,641215219>0.4,0.03333333333333335
EGFR,1.36,641215219>0.4,0.605
CSK,1.29,641215219>0.4,0.7566666666666667
FAK,1.11,641215219>0.4,-1.0975
ABL,0.86,641215219>0.4,-0.415
FRK,-0.83,641215219>0.4,-0.7825
RET,-0.81,641215219>0.4,-0.7433333333333333
FER,-0.68,641215219>0.4,0.5591666666666666
PDGFR,0.61,641215219>0.4,-0.5966666666666667
SRC,0.6,641215219>0.4,-1.9866666666666668
ALK,0.55,641215219>0.4,-0.18666666666666662
DDR,-0.55,641215219>0.4,-1.195
VEGFR,0.53,641215219>0.4,0.85
FGFR,0.5,641215219>0.4,0.42750000000000005
MET,0.35,641215219>0.4,-0.9183333333333333
RYK,-0.29,641215219>0.4,-0.7075
ACK,-0.24,641215219>0.4,1.0758333333333332
SEV,-0.23,641215219>0.4,1.0808333333333333
EPH,0.23,641215219>0.4,-0.5566666666666666
TEC,-0.22,641215219>0.4,-1.1758333333333333
SYK,0.11,641215219>0.4,-1.1633333333333333
SRC,-2.74,641215220>0.15,-1.9866666666666668
SYK,-2.39,641215220>0.15,-1.1633333333333333
FAK,-2.24,641215220>0.15,-1.0975
TEC,-1.89,641215220>0.15,-1.1758333333333333
DDR,-1.82,641215220>0.15,-1.195
CSK,1.71,641215220>0.15,0.7566666666666667
PDGFR,-1.63,641215220>0.15,-0.5966666666666667
SEV,1.5,641215220>0.15,1.0808333333333333
ACK,1.49,641215220>0.15,1.0758333333333332
ALK,-1.39,641215220>0.15,-0.18666666666666662
MET,-1.34,641215220>0.15,-0.9183333333333333
AXL,-1.15,641215220>0.15,-0.7725
VEGFR,1.11,641215220>0.15,0.85
RET,-1.06,641215220>0.15,-0.7433333333333333
FER,0.99,641215220>0.15,0.5591666666666666
RYK,-0.93,641215220>0.15,-0.7075
EPH,-0.84,641215220>0.15,-0.5566666666666666
INSR,0.57,641215220>0.15,0.45083333333333336
FRK,-0.57,641215220>0.15,-0.7825
TRK,0.5,641215220>0.15,1.3191666666666666
EGFR,0.46,641215220>0.15,0.605
JAK,0.28,641215220>0.15,0.03333333333333335
FGFR,0.2,641215220>0.15,0.42750000000000005
ABL,0.15,641215220>0.15,-0.415
SRC,-2.83,641215220>0.2,-1.9866666666666668
SEV,1.82,641215220>0.2,1.0808333333333333
ACK,1.75,641215220>0.2,1.0758333333333332
CSK,1.62,641215220>0.2,0.7566666666666667
AXL,-1.58,641215220>0.2,-0.7725
DDR,-1.52,641215220>0.2,-1.195
MET,-1.51,641215220>0.2,-0.9183333333333333
PDGFR,-1.37,641215220>0.2,-0.5966666666666667
FAK,-1.36,641215220>0.2,-1.0975
RET,-1.35,641215220>0.2,-0.7433333333333333
SYK,-1.28,641215220>0.2,-1.1633333333333333
EPH,-1.28,641215220>0.2,-0.5566666666666666
TEC,-1.28,641215220>0.2,-1.1758333333333333
ALK,-0.87,641215220>0.2,-0.18666666666666662
RYK,-0.82,641215220>0.2,-0.7075
FRK,-0.79,641215220>0.2,-0.7825
FER,0.61,641215220>0.2,0.5591666666666666
TRK,0.48,641215220>0.2,1.3191666666666666
ABL,-0.47,641215220>0.2,-0.415
INSR,0.46,641215220>0.2,0.45083333333333336
FGFR,-0.25,641215220>0.2,0.42750000000000005
VEGFR,0.15,641215220>0.2,0.85
JAK,0.13,641215220>0.2,0.03333333333333335
EGFR,-0.03,641215220>0.2,0.605
SRC,-2.93,641215220>0.3,-1.9866666666666668
SEV,2.03,641215220>0.3,1.0808333333333333
ACK,2.01,641215220>0.3,1.0758333333333332
DDR,-1.85,641215220>0.3,-1.195
EPH,-1.51,641215220>0.3,-0.5566666666666666
CSK,1.32,641215220>0.3,0.7566666666666667
MET,-1.32,641215220>0.3,-0.9183333333333333
ABL,-1.24,641215220>0.3,-0.415
TRK,1.22,641215220>0.3,1.3191666666666666
PDGFR,-1.16,641215220>0.3,-0.5966666666666667
TEC,-1.05,641215220>0.3,-1.1758333333333333
RET,-0.99,641215220>0.3,-0.7433333333333333
AXL,-0.99,641215220>0.3,-0.7725
FAK,-0.78,641215220>0.3,-1.0975
RYK,-0.73,641215220>0.3,-0.7075
EGFR,0.57,641215220>0.3,0.605
SYK,-0.49,641215220>0.3,-1.1633333333333333
JAK,0.43,641215220>0.3,0.03333333333333335
