Kinase,Z,method,AvgZ
PLK,-3.04,710490318>0.15,-2.506666666666667
NMO,-2.6,710490318>0.15,-2.0008333333333335
DMPK,2.56,710490318>0.15,2.1566666666666667
DYRK,-2.51,710490318>0.15,-2.84
CAMK1,2.41,710490318>0.15,2.9091666666666667
RSK,2.37,710490318>0.15,2.475
PIM,2.24,710490318>0.15,2.0908333333333333
AMPK,2.09,710490318>0.15,2.8425
PKCH,1.86,710490318>0.15,1.6858333333333333
BARK2,-1.66,710490318>0.15,-1.3025
AKT,1.59,710490318>0.15,1.3883333333333334
PRKDC,-1.59,710490318>0.15,-1.2466666666666666
JNK,-1.58,710490318>0.15,-2.2033333333333336
PKCA,1.56,710490318>0.15,1.9183333333333332
NDR,1.48,710490318>0.15,1.2566666666666666
MAPKAPK,1.47,710490318>0.15,1.3016666666666667
CDK,-1.46,710490318>0.15,-1.565
PAKB,1.44,710490318>0.15,1.5525
RAD53,1.4,710490318>0.15,1.3766666666666667
STE7,-1.35,710490318>0.15,-0.5191666666666667
TTK,-1.35,710490318>0.15,-1.0475
TLK,-1.35,710490318>0.15,-1.0483333333333333
NUAK,-1.35,710490318>0.15,-1.0483333333333333
ERK,-1.24,710490318>0.15,-1.6566666666666667
P38,-1.19,710490318>0.15,-1.37
PDK1,-1.18,710490318>0.15,-1.2866666666666666
MST,-1.16,710490318>0.15,-1.1158333333333332
WNK,1.08,710490318>0.15,-0.4058333333333333
KHS,1.07,710490318>0.15,1.3866666666666667
STE11,-1.07,710490318>0.15,-0.5891666666666667
PKD,1.06,710490318>0.15,1.1583333333333334
TAO,1.06,710490318>0.15,1.3733333333333333
PKA,1.02,710490318>0.15,1.6308333333333334
GRK,-1.02,710490318>0.15,-0.5116666666666667
DAPK,-1.01,710490318>0.15,-0.6566666666666667
CAMKK,-0.98,710490318>0.15,-0.7458333333333333
MARK,0.98,710490318>0.15,1.1658333333333333
BRSK,-0.97,710490318>0.15,-0.7458333333333333
PDHK,0.97,710490318>0.15,1.3641666666666667
BUD32,-0.94,710490318>0.15,-0.7466666666666667
CLK,-0.93,710490318>0.15,-0.7383333333333333
PASK,-0.93,710490318>0.15,-0.7383333333333334
ATM,-0.93,710490318>0.15,-0.42500000000000004
NIK,-0.93,710490318>0.15,-0.7458333333333333
SLK,-0.93,710490318>0.15,-0.7458333333333333
MOS,-0.93,710490318>0.15,-0.745
ULK,-0.93,710490318>0.15,-0.7416666666666667
PKG,0.91,710490318>0.15,2.0833333333333335
PHK,-0.87,710490318>0.15,-0.8616666666666667
MELK,0.85,710490318>0.15,0.6408333333333334
SGK,0.79,710490318>0.15,0.8666666666666667
MTOR,-0.76,710490318>0.15,-0.7108333333333333
QIK,-0.75,710490318>0.15,-0.6841666666666667
LKB,-0.72,710490318>0.15,-0.8716666666666667
MLK,-0.71,710490318>0.15,-0.23583333333333334
PAKA,0.64,710490318>0.15,0.6833333333333333
ATR,-0.62,710490318>0.15,-0.3458333333333333
COT,0.62,710490318>0.15,0.6233333333333333
MLCK,0.61,710490318>0.15,0.6058333333333333
STKR,0.59,710490318>0.15,0.36
NEK,0.58,710490318>0.15,0.13166666666666668
CK2,-0.57,710490318>0.15,-0.3225
CHK1,0.55,710490318>0.15,0.26416666666666666
PEK,-0.54,710490318>0.15,-0.36
GSK,0.54,710490318>0.15,-0.044166666666666646
IKK,-0.43,710490318>0.15,-0.09000000000000001
IRAK,-0.34,710490318>0.15,-0.3541666666666667
RAF,0.34,710490318>0.15,-0.29833333333333334
VRK1,-0.3,710490318>0.15,-0.5066666666666667
FRAY,-0.15,710490318>0.15,-0.4558333333333333
RIPK,0.11,710490318>0.15,-0.08500000000000002
MSN,0.1,710490318>0.15,0.19249999999999998
AUR,-0.09,710490318>0.15,-0.04749999999999995
PKCI,-0.09,710490318>0.15,0.2475
CK1,-0.08,710490318>0.15,0.1925
HAL,0.08,710490318>0.15,-0.06583333333333334
NAK,0.07,710490318>0.15,0.18249999999999997
PKN,0.05,710490318>0.15,0.29666666666666663
PKCD,-0.02,710490318>0.15,0.15916666666666665
CAMK2,-0,710490318>0.15,0.002500000000000001
PLK,-3.5,710490318>0.2,-2.506666666666667
DYRK,-2.82,710490318>0.2,-2.84
DMPK,2.64,710490318>0.2,2.1566666666666667
NMO,-2.51,710490318>0.2,-2.0008333333333335
RSK,2.4,710490318>0.2,2.475
AMPK,2.37,710490318>0.2,2.8425
CAMK1,2.19,710490318>0.2,2.9091666666666667
PIM,2.12,710490318>0.2,2.0908333333333333
PKCH,2.03,710490318>0.2,1.6858333333333333
JNK,-1.93,710490318>0.2,-2.2033333333333336
CDK,-1.76,710490318>0.2,-1.565
BARK2,-1.61,710490318>0.2,-1.3025
NDR,1.58,710490318>0.2,1.2566666666666666
PAKB,1.57,710490318>0.2,1.5525
AKT,1.51,710490318>0.2,1.3883333333333334
ERK,-1.5,710490318>0.2,-1.6566666666666667
P38,-1.45,710490318>0.2,-1.37
PKCA,1.41,710490318>0.2,1.9183333333333332
PRKDC,-1.41,710490318>0.2,-1.2466666666666666
MAPKAPK,1.4,710490318>0.2,1.3016666666666667
MST,-1.4,710490318>0.2,-1.1158333333333332
PKD,1.39,710490318>0.2,1.1583333333333334
RAD53,1.34,710490318>0.2,1.3766666666666667
STE7,-1.33,710490318>0.2,-0.5191666666666667
TLK,-1.27,710490318>0.2,-1.0483333333333333
